student_id,pais,edad,genero,plan,escuela_principal,dispositivo_principal,objetivo_estudiante,nivel_educativo,experiencia_tech_anios,meses_suscrito,tipo_pago,dias_para_renovacion,intentos_pago_fallidos,fecha_registro,dias_en_gratuito_antes_pago,cursos_inscritos,tasa_completado,cursos_completados,certificados_obtenidos,rutas_inscritas,rutas_completadas,examenes_ruta_aprobados,interes_Prog,interes_DataSci,interes_Web,interes_Ingles,interes_Marketing,interes_Diseno,interes_Gestion,interes_SoftSkills,interes_Cloud,interes_Otros,dias_desde_ultimo_login,dias_desde_ultima_clase,sesiones_ultimo_mes,horas_vistas_total,horas_vistas_ultimo_mes,promedio_clases_semana,horas_semana_1,horas_semana_2,horas_semana_3,horas_semana_4,variacion_sesiones_vs_mes_anterior,racha_dias_maxima,racha_dias_actual,liveclasses_asistidas,hora_pico_uso,preguntas_en_foro,respuestas_en_foro,upvotes_recibidos,tutoriales_publicados,platzi_rank,nivel_rewards,tickets_soporte,dias_resolucion_promedio,nps_score,churn
PLZ-02881,México,21,Femenino,Expert Duo,Escuela de Produccion Audiovisual,Desktop,Aprender por curiosidad,Universitario en curso,0,10,Anual,301.0,0,2025-02-25,12,18,0.42,7,6,2,0,0,0.34,0.22,0.19,0.11,0.06,0.4,0.36,0.63,0.02,0.03,4,11,14,103,24,6.0,7.0,7.6,8.7,7.4,-0.4,36,0,1,22,4,8,13,0,658,Estandar,2,4.0,7.0,0
PLZ-02882,Venezuela,30,Femenino,Gratuito,Escuela de Diseno Grafico,Desktop,Ascender en trabajo actual,Universitario en curso,3,2,Sin_suscripcion,-1.0,0,2022-02-10,9,4,0.06,0,0,2,0,0,0.07,0.5,0.04,0.28,0.11,0.4,0.04,0.23,0.03,0.17,15,21,4,13,13,3.2,2.6,2.1,3.2,3.1,-0.2,33,0,0,20,2,6,5,0,58,Estandar,0,0.0,8.0,0
PLZ-02883,México,31,Femenino,Basic,Escuela de Desarrollo Web,Desktop,Emprender startup,Universitario en curso,2,5,Mensual,3.0,0,2023-06-23,26,5,0.2,1,0,2,0,0,0.4,0.41,0.18,0.29,0.32,0.17,0.17,0.34,0.23,0.48,50,62,2,18,1,0.2,0.0,0.0,0.0,0.0,-2.8,3,0,0,20,2,3,3,0,157,Estandar,3,4.6,9.0,1
PLZ-02884,México,23,Femenino,Expert,Escuela de Ingles,Mobile,Conseguir empleo tech,Universitario en curso,3,3,Anual,339.0,0,2023-11-30,19,13,0.2,2,1,4,0,0,0.42,0.25,0.18,0.21,0.07,0.12,0.17,0.32,0.32,0.38,16,16,7,68,20,5.0,5.1,6.2,5.5,2.9,1.6,4,0,5,10,4,6,8,0,151,Estandar,3,2.6,8.0,0
PLZ-02885,México,18,Masculino,Expert Family,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Secundaria,0,9,Anual,41.0,0,2023-01-18,44,21,0.39,8,7,1,0,0,0.09,0.31,0.35,0.25,0.42,0.15,0.47,0.14,0.4,0.04,3,10,14,111,3,0.8,0.4,0.9,0.5,0.7,2.5,44,0,1,10,6,3,7,0,488,Estandar,2,3.9,,0
PLZ-02886,Bolivia,26,Femenino,Expert Family,Escuela de Ingles,Mobile,Freelance / proyectos propios,Universitario completo,1,1,Anual,89.0,0,2022-05-22,46,10,0.36,3,2,2,0,0,0.46,0.09,0.25,0.29,0.35,0.04,0.2,0.16,0.14,0.32,17,23,21,49,2,0.5,0.5,0.5,0.3,0.3,-1.3,5,0,3,14,5,7,22,0,201,Estandar,1,4.6,8.0,0
PLZ-02887,Colombia,25,Femenino,Basic,Escuela de Programacion y Software,Desktop,Conseguir empleo tech,Secundaria,3,1,Mensual,19.0,0,2024-07-19,33,8,0.15,1,0,3,0,0,0.17,0.49,0.4,0.04,0.17,0.07,0.03,0.1,0.51,0.43,39,50,1,37,1,0.2,0.0,0.0,0.0,0.0,3.5,2,0,0,21,2,7,20,0,116,Estandar,1,6.7,9.0,1
PLZ-02888,Colombia,24,Masculino,Expert Family,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Universitario completo,10,2,Anual,178.0,0,2022-10-06,49,15,0.38,5,4,1,0,0,0.15,0.34,0.46,0.41,0.12,0.45,0.45,0.21,0.36,0.15,3,3,15,87,8,2.0,2.8,2.0,2.7,2.8,3.9,29,0,3,13,0,3,4,0,219,Estandar,0,0.0,8.0,1
PLZ-02889,Chile,29,Masculino,Gratuito,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,10,1,Sin_suscripcion,-1.0,0,2022-01-22,19,1,0.01,0,0,2,0,0,0.37,0.13,0.17,0.25,0.54,0.25,0.08,0.14,0.24,0.12,40,45,1,3,1,0.2,0.0,0.0,0.0,0.0,-1.1,5,0,0,22,3,2,3,0,45,Estandar,1,2.7,10.0,1
PLZ-02890,Chile,22,No especifica,Expert,Escuela de Videojuegos,Tablet,Conseguir empleo tech,Universitario en curso,1,18,Anual,161.0,0,2023-03-10,61,8,0.15,1,0,1,0,0,0.07,0.28,0.03,0.26,0.03,0.21,0.11,0.06,0.06,0.23,19,23,13,36,6,1.5,1.5,1.8,0.8,2.2,5.2,3,0,2,8,2,2,4,0,319,Estandar,1,4.2,9.0,1
PLZ-02891,México,20,Masculino,Expert,Escuela de Diseno Grafico,Mobile,Emprender startup,Universitario completo,0,9,Cuotas x4,43.0,2,2022-01-25,2,9,0.37,3,2,3,1,1,0.65,0.1,0.06,0.31,0.32,0.03,0.26,0.1,0.17,0.08,0,11,11,64,16,4.0,5.5,3.0,2.9,3.1,2.0,55,11,2,12,6,3,7,0,1087,Estandar,0,0.0,10.0,0
PLZ-02892,Argentina,27,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Tablet,Cambiar de carrera,Universitario en curso,3,3,Sin_suscripcion,-1.0,0,2022-07-01,38,1,0.05,0,0,1,0,0,0.02,0.05,0.41,0.09,0.11,0.21,0.13,0.05,0.39,0.38,7,9,4,4,4,1.0,1.0,1.2,1.2,0.8,0.0,33,0,0,6,3,5,9,0,138,Estandar,2,6.5,8.0,0
PLZ-02893,Perú,29,Masculino,Expert,Escuela de Videojuegos,Desktop,Freelance / proyectos propios,Universitario en curso,2,18,Cuotas x4,51.0,0,2023-11-20,45,3,0.46,1,0,2,0,0,0.06,0.29,0.09,0.23,0.41,0.11,0.18,0.15,0.14,0.31,13,25,8,14,14,3.5,3.7,1.9,4.3,2.2,2.7,24,0,4,11,5,4,11,0,412,Estandar,2,4.8,7.0,0
PLZ-02894,Argentina,19,Masculino,Gratuito,Escuela de Ingles,Desktop,Freelance / proyectos propios,Universitario en curso,5,1,Sin_suscripcion,-1.0,0,2022-04-13,4,1,0.01,0,0,2,0,0,0.12,0.49,0.17,0.28,0.16,0.04,0.07,0.15,0.05,0.6,144,144,1,1,0,0.0,0.0,0.0,0.0,0.0,-6.3,13,0,0,16,4,9,28,0,102,Estandar,2,6.8,9.0,0
PLZ-02895,México,32,Masculino,Expert Duo,Escuela de Ingles,Desktop,Conseguir empleo tech,Universitario completo,2,12,Anual,165.0,0,2024-06-17,40,14,0.4,5,4,2,0,0,0.09,0.37,0.13,0.19,0.29,0.08,0.11,0.11,0.5,0.18,15,23,9,86,25,6.2,5.7,3.6,8.7,4.9,3.0,35,0,0,19,3,5,14,0,672,Estandar,0,0.0,8.0,0
PLZ-02896,Venezuela,16,Masculino,Basic,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Tecnico,2,10,Mensual,3.0,0,2023-10-27,63,6,0.14,0,0,3,0,0,0.19,0.22,0.19,0.23,0.04,0.55,0.1,0.17,0.46,0.5,1,1,7,19,4,1.0,0.7,0.5,1.3,1.5,-0.8,7,0,4,11,0,2,2,0,347,Estandar,3,3.2,6.0,0
PLZ-02897,Colombia,23,Masculino,Expert,Escuela de Soft Skills,Desktop,Aprender por curiosidad,Universitario completo,3,10,Anual,323.0,0,2023-05-10,0,7,0.31,2,1,0,0,0,0.31,0.1,0.06,0.22,0.19,0.07,0.22,0.23,0.18,0.16,1,4,9,33,3,0.8,0.5,1.1,0.6,0.4,1.5,3,0,1,11,4,13,24,0,478,Estandar,0,0.0,,0
PLZ-02898,México,25,Masculino,Gratuito,Escuela de Cloud Computing,Desktop,Ascender en trabajo actual,Tecnico,0,1,Sin_suscripcion,-1.0,0,2022-11-20,12,1,0.24,0,0,1,0,0,0.39,0.37,0.12,0.23,0.22,0.24,0.22,0.07,0.21,0.12,21,32,3,4,4,1.0,0.7,1.4,1.2,1.0,3.4,11,0,0,20,3,9,10,1,133,Estandar,0,0.0,4.0,0
PLZ-02899,Colombia,23,Femenino,Gratuito,Escuela de Diseno Grafico,Desktop,Freelance / proyectos propios,Universitario en curso,3,4,Sin_suscripcion,-1.0,0,2024-02-22,9,2,0.02,0,0,1,0,0,0.04,0.23,0.25,0.15,0.48,0.17,0.24,0.19,0.4,0.34,45,46,2,3,1,0.2,0.0,0.0,0.0,0.0,-3.6,7,0,0,19,5,5,12,0,156,Estandar,1,3.7,10.0,1
PLZ-02900,México,23,No especifica,Expert Family,Escuela de Cloud Computing,Desktop,Aprender por curiosidad,Universitario en curso,2,1,Anual,107.0,0,2023-10-13,59,18,0.37,6,5,0,0,0,0.65,0.11,0.08,0.05,0.26,0.02,0.3,0.18,0.17,0.3,8,18,11,93,23,5.8,5.4,8.5,5.1,7.6,3.1,23,0,4,12,3,5,11,0,263,Estandar,0,0.0,4.0,0
PLZ-02901,México,38,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Desktop,Ascender en trabajo actual,Universitario completo,5,13,Anual,177.0,0,2022-04-02,79,10,0.48,4,3,4,1,1,0.42,0.12,0.04,0.22,0.19,0.18,0.27,0.06,0.31,0.27,35,39,1,54,1,0.2,0.0,0.0,0.0,0.0,-7.3,2,0,0,0,2,4,6,0,1228,Pro,1,5.0,2.0,0
PLZ-02902,Perú,21,Masculino,Expert Family,Escuela de Soft Skills,Desktop,Conseguir empleo tech,Universitario completo,0,2,Anual,129.0,1,2023-05-30,0,28,0.41,11,8,2,0,0,0.11,0.15,0.14,0.27,0.21,0.17,0.02,0.23,0.29,0.19,4,4,13,255,5,1.2,0.9,1.2,1.8,1.8,3.0,3,0,2,16,1,4,13,0,400,Estandar,1,2.3,5.0,0
PLZ-02903,México,41,Masculino,Basic,Escuela de Desarrollo Web,Desktop,Aprender por curiosidad,Universitario completo,1,6,Mensual,2.0,1,2022-05-05,73,6,0.13,0,0,1,0,0,0.5,0.2,0.12,0.23,0.38,0.45,0.13,0.19,0.41,0.11,3,9,7,25,25,6.2,8.1,7.2,4.3,7.6,-0.1,25,0,5,20,1,2,6,0,96,Estandar,3,3.2,10.0,1
PLZ-02904,Colombia,29,Masculino,Gratuito,Escuela de Programacion y Software,Desktop,Ascender en trabajo actual,Tecnico,10,3,Sin_suscripcion,-1.0,0,2024-10-08,7,2,0.09,0,0,2,0,0,0.49,0.35,0.14,0.09,0.09,0.28,0.05,0.14,0.04,0.34,16,25,2,6,6,1.5,1.2,1.8,1.1,2.1,-0.4,3,0,0,19,6,3,3,0,72,Estandar,1,4.4,3.0,0
PLZ-02905,Colombia,27,Masculino,Expert,Escuela de Marketing Digital,Mobile,Aprender por curiosidad,Secundaria,3,9,Anual,94.0,0,2024-05-27,76,8,0.35,2,1,3,1,1,0.07,0.44,0.46,0.01,0.1,0.24,0.07,0.39,0.24,0.15,18,29,15,46,22,5.5,7.4,4.9,2.9,3.1,8.4,40,0,2,18,4,9,29,0,932,Estandar,2,5.7,8.0,1
PLZ-02906,México,29,Masculino,Expert,Escuela de Marketing Digital,Mobile,Ascender en trabajo actual,Universitario completo,7,14,Anual,96.0,0,2023-11-24,5,18,0.37,6,4,0,0,0,0.02,0.14,0.15,0.18,0.4,0.18,0.11,0.14,0.5,0.39,9,12,14,125,12,3.0,4.3,2.9,4.0,1.7,-3.8,6,0,4,8,3,5,10,0,627,Estandar,2,3.8,9.0,0
PLZ-02907,Paraguay,42,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Tecnico,3,2,Sin_suscripcion,-1.0,0,2022-09-22,1,2,0.13,0,0,2,0,0,0.18,0.18,0.71,0.54,0.31,0.11,0.06,0.32,0.2,0.24,35,42,0,5,0,0.0,0.0,0.0,0.0,0.0,-5.3,7,0,0,7,2,11,16,0,80,Estandar,1,1.3,9.0,1
PLZ-02908,México,21,Masculino,Expert,Escuela de Programacion y Software,Mobile,Conseguir empleo tech,Universitario en curso,7,8,Anual,47.0,0,2022-12-01,20,11,0.25,2,1,0,0,0,0.34,0.24,0.04,0.24,0.09,0.2,0.14,0.44,0.03,0.12,22,31,13,38,17,4.2,4.0,3.9,4.8,5.3,4.2,15,0,2,21,2,5,5,0,268,Estandar,2,4.9,6.0,0
PLZ-02909,México,20,Masculino,Basic,Escuela de Programacion y Software,Desktop,Freelance / proyectos propios,Universitario en curso,1,9,Mensual,30.0,0,2022-04-14,8,6,0.35,2,1,3,1,0,0.09,0.09,0.37,0.02,0.5,0.22,0.18,0.06,0.04,0.3,2,11,5,40,20,5.0,2.7,7.3,3.5,7.3,5.0,6,0,3,12,0,5,13,0,859,Estandar,0,0.0,6.0,1
PLZ-02910,México,22,Femenino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Freelance / proyectos propios,Universitario completo,0,1,Sin_suscripcion,-1.0,0,2023-03-16,34,1,0.07,0,0,1,0,0,0.02,0.07,0.24,0.48,0.45,0.49,0.13,0.18,0.16,0.03,23,30,2,1,1,0.2,0.3,0.3,0.4,0.2,-1.1,3,0,0,8,4,3,11,0,66,Estandar,1,2.0,10.0,0
PLZ-02911,México,27,Masculino,Basic,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Universitario completo,5,8,Mensual,27.0,0,2022-12-24,19,5,0.11,0,0,2,0,0,0.02,0.06,0.3,0.19,0.31,0.11,0.22,0.34,0.32,0.24,16,25,8,23,23,5.8,4.2,4.7,5.0,7.7,1.3,19,0,2,19,2,5,18,0,206,Estandar,1,2.4,5.0,0
PLZ-02912,México,16,Femenino,Expert,Escuela de Programacion y Software,Tablet,Ascender en trabajo actual,Tecnico,5,11,Cuotas x4,240.0,0,2023-09-12,69,10,0.15,1,0,0,0,0,0.06,0.23,0.52,0.51,0.17,0.15,0.12,0.24,0.35,0.1,33,41,1,52,0,0.0,0.0,0.0,0.0,0.0,-4.1,6,0,0,18,3,7,12,0,230,Estandar,0,0.0,8.0,1
PLZ-02913,Perú,27,Femenino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Ascender en trabajo actual,Universitario completo,3,7,Anual,300.0,0,2024-05-16,37,9,0.18,1,0,0,0,0,0.2,0.02,0.11,0.42,0.56,0.09,0.64,0.05,0.4,0.02,26,29,6,24,5,1.2,0.7,1.0,1.0,0.9,0.4,4,0,2,11,2,5,14,0,274,Estandar,0,0.0,0.0,0
PLZ-02914,Guatemala,37,No especifica,Expert,Escuela de Ciberseguridad,Desktop,Conseguir empleo tech,Universitario completo,3,1,Anual,225.0,0,2022-09-18,4,9,0.28,2,1,2,0,0,0.09,0.06,0.17,0.24,0.32,0.34,0.43,0.21,0.28,0.1,8,12,8,42,8,2.0,1.7,2.4,1.8,2.1,-0.4,2,0,2,19,2,7,15,0,132,Estandar,1,2.7,,0
PLZ-02915,México,27,No especifica,Expert,Escuela de Diseno Grafico,Desktop,Ascender en trabajo actual,Universitario en curso,7,4,Anual,365.0,0,2023-01-31,8,9,0.48,4,3,0,0,0,0.17,0.08,0.15,0.12,0.65,0.49,0.09,0.29,0.04,0.28,28,37,9,47,9,2.2,3.2,2.7,2.0,2.6,1.6,29,0,3,10,3,5,4,0,257,Estandar,1,3.4,10.0,0
PLZ-02916,Argentina,25,Masculino,Gratuito,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Universitario en curso,0,4,Sin_suscripcion,-1.0,0,2023-08-20,62,1,0.15,0,0,1,0,0,0.05,0.12,0.32,0.3,0.09,0.08,0.24,0.4,0.12,0.2,19,26,5,1,1,0.2,0.1,0.3,0.2,0.3,-1.0,11,0,0,18,5,5,2,0,166,Estandar,1,1.6,10.0,0
PLZ-02917,Perú,23,Masculino,Expert Duo,Escuela de Ciberseguridad,Desktop,Ascender en trabajo actual,Universitario completo,3,10,Anual,64.0,0,2023-02-14,12,14,0.24,3,2,4,0,0,0.1,0.26,0.32,0.11,0.57,0.26,0.15,0.46,0.35,0.53,12,17,8,79,5,1.2,1.0,0.9,0.8,0.9,2.2,1,0,5,2,3,4,2,3,463,Estandar,2,4.4,9.0,0
PLZ-02918,Chile,32,Masculino,Expert Duo,Escuela de Ingles,Desktop,Ascender en trabajo actual,Universitario completo,0,9,Anual,310.0,2,2022-05-18,32,16,0.67,10,9,2,1,1,0.07,0.51,0.15,0.34,0.57,0.13,0.19,0.54,0.15,0.41,8,10,16,164,25,6.2,7.8,3.3,4.5,3.3,-1.2,3,0,2,9,3,4,8,1,1410,Pro,1,3.5,10.0,0
PLZ-02919,Colombia,22,Femenino,Expert,Escuela de Desarrollo Web,Desktop,Conseguir empleo tech,Secundaria,0,8,Anual,236.0,0,2023-02-26,67,6,0.12,0,0,1,0,0,0.0,0.19,0.16,0.01,0.64,0.18,0.17,0.13,0.33,0.12,13,24,10,16,6,1.5,1.6,0.8,2.1,1.3,-0.9,41,0,1,12,4,2,5,0,268,Estandar,2,4.8,10.0,1
PLZ-02920,México,38,Femenino,Gratuito,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,2,1,Sin_suscripcion,-1.0,0,2022-06-01,19,4,0.14,0,0,2,0,0,0.32,0.27,0.32,0.17,0.12,0.21,0.17,0.05,0.39,0.09,47,47,0,4,0,0.0,0.0,0.0,0.0,0.0,-11.1,18,0,0,19,2,2,7,0,55,Estandar,2,2.7,10.0,1
PLZ-02921,México,38,Femenino,Expert,Escuela de Desarrollo Web,Mobile,Ascender en trabajo actual,Universitario completo,5,8,Anual,169.0,0,2025-02-13,41,12,0.4,4,3,5,2,1,0.05,0.26,0.16,0.21,0.56,0.09,0.13,0.36,0.13,0.38,2,14,11,87,13,3.2,2.3,2.0,2.6,3.9,-3.0,6,0,3,13,1,7,10,0,1467,Pro,0,0.0,9.0,0
PLZ-02922,Perú,28,Masculino,Expert,Escuela de Data Science e Inteligencia Artificial,Mobile,Conseguir empleo tech,Universitario completo,5,6,Anual,30.0,0,2024-01-05,11,3,0.35,1,0,1,0,0,0.09,0.23,0.37,0.28,0.33,0.31,0.06,0.38,0.36,0.12,1,13,9,17,5,1.2,1.1,1.7,1.3,1.6,3.5,12,1,2,19,3,3,1,0,109,Estandar,1,5.3,5.0,0
PLZ-02923,Chile,26,Femenino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Cambiar de carrera,Tecnico,10,48,Anual,71.0,0,2022-02-16,22,16,0.41,6,4,2,0,0,0.25,0.17,0.21,0.17,0.26,0.2,0.38,0.08,0.18,0.19,6,7,20,63,14,3.5,4.1,3.0,3.0,4.1,4.7,6,0,0,21,1,2,7,0,1845,Pro,1,3.5,7.0,0
PLZ-02924,México,33,Masculino,Expert Family,Escuela de Desarrollo Web,Mobile,Conseguir empleo tech,Universitario en curso,0,18,Anual,230.0,1,2025-03-27,21,17,0.37,6,4,2,0,0,0.17,0.15,0.17,0.2,0.26,0.24,0.51,0.2,0.22,0.22,1,11,14,90,21,5.2,2.7,4.1,6.7,5.8,3.2,8,3,5,14,5,3,10,0,928,Estandar,0,0.0,8.0,0
PLZ-02925,Colombia,33,Masculino,Expert Duo,Escuela de Desarrollo Web,Mobile,Freelance / proyectos propios,Universitario completo,2,32,Anual,350.0,0,2025-03-22,36,18,0.23,4,3,0,0,0,0.48,0.31,0.08,0.22,0.34,0.11,0.32,0.23,0.04,0.42,3,14,15,82,9,2.2,1.5,1.6,2.9,1.9,1.4,41,0,4,10,0,2,6,0,1133,Estandar,1,1.5,,1
PLZ-02926,Ecuador,22,Femenino,Gratuito,Escuela de Diseno Grafico,Desktop,Conseguir empleo tech,Universitario completo,0,2,Sin_suscripcion,-1.0,0,2023-01-04,32,2,0.33,0,0,2,0,0,0.06,0.33,0.24,0.29,0.39,0.06,0.1,0.31,0.33,0.28,39,46,1,9,1,0.2,0.0,0.0,0.0,0.0,-6.3,26,0,0,21,3,1,0,0,94,Estandar,1,4.4,7.0,0
PLZ-02927,Chile,23,Masculino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Aprender por curiosidad,Universitario en curso,0,5,Anual,85.0,0,2022-07-09,12,20,0.3,6,5,2,0,0,0.1,0.12,0.43,0.1,0.27,0.66,0.31,0.11,0.16,0.14,5,18,16,99,19,4.8,4.4,2.7,2.7,3.3,0.5,41,0,0,9,3,5,8,0,389,Estandar,2,1.6,10.0,0
PLZ-02928,Costa Rica,19,No especifica,Expert,Escuela de Marketing Digital,Mobile,Emprender startup,Universitario completo,1,26,Anual,365.0,0,2024-02-05,8,1,0.15,0,0,1,0,0,0.16,0.39,0.14,0.19,0.46,0.26,0.25,0.08,0.47,0.26,1,9,12,1,1,0.2,0.1,0.2,0.3,0.2,-0.0,32,4,4,2,5,3,3,0,703,Estandar,0,0.0,8.0,0
PLZ-02929,Perú,29,Masculino,Expert,Escuela de Ingles,Desktop,Ascender en trabajo actual,Universitario completo,1,1,Anual,327.0,0,2024-05-18,8,8,0.22,1,0,1,0,0,0.18,0.08,0.03,0.16,0.01,0.25,0.14,0.22,0.07,0.24,7,18,15,28,19,4.8,5.0,2.4,5.0,5.3,-2.7,13,0,3,6,6,4,8,0,116,Estandar,1,3.9,6.0,1
PLZ-02930,Colombia,30,Femenino,Basic,Escuela de Ciberseguridad,Mobile,Aprender por curiosidad,Universitario completo,2,2,Mensual,3.0,2,2024-08-22,118,3,0.35,1,0,1,0,0,0.31,0.02,0.31,0.3,0.57,0.38,0.37,0.31,0.12,0.25,84,92,1,17,0,0.0,0.0,0.0,0.0,0.0,-3.2,13,0,0,7,4,2,6,0,130,Estandar,0,0.0,7.0,0
PLZ-02931,Argentina,18,Masculino,Basic,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Tecnico,0,1,Mensual,4.0,0,2023-03-15,13,3,0.45,1,0,2,0,0,0.14,0.1,0.04,0.26,0.22,0.26,0.29,0.02,0.09,0.16,172,183,0,17,0,0.0,0.0,0.0,0.0,0.0,-5.2,7,0,0,12,6,2,1,0,82,Estandar,1,5.0,9.0,0
PLZ-02932,Argentina,24,Femenino,Expert,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Universitario completo,2,10,Anual,208.0,1,2024-09-13,49,5,0.32,1,0,2,0,0,0.45,0.06,0.36,0.16,0.42,0.24,0.08,0.1,0.18,0.06,7,19,15,28,17,4.2,6.3,4.7,2.4,5.1,0.8,1,0,2,10,3,4,2,2,374,Estandar,1,1.1,8.0,1
PLZ-02933,México,18,Femenino,Gratuito,Escuela de Gestion y Liderazgo,Tablet,Conseguir empleo tech,Universitario completo,7,1,Sin_suscripcion,-1.0,0,2024-03-31,25,1,0.06,0,0,4,0,0,0.07,0.2,0.08,0.14,0.27,0.16,0.49,0.5,0.23,0.07,73,84,0,3,0,0.0,0.0,0.0,0.0,0.0,-11.0,37,0,0,13,4,3,8,0,63,Estandar,1,4.7,8.0,0
PLZ-02934,Colombia,21,Femenino,Basic,Escuela de Ingles,Tablet,Ascender en trabajo actual,Secundaria,5,5,Mensual,13.0,0,2022-08-22,2,5,0.15,0,0,1,0,0,0.43,0.03,0.11,0.13,0.36,0.12,0.12,0.19,0.01,0.03,2,10,5,12,12,3.0,4.5,3.5,4.1,2.8,-0.7,9,0,2,20,2,4,6,0,141,Estandar,2,3.9,5.0,1
PLZ-02935,Argentina,30,Masculino,Expert Duo,Escuela de Marketing Digital,Desktop,Ascender en trabajo actual,Universitario en curso,7,48,Anual,218.0,0,2024-12-24,34,11,0.18,1,0,2,0,0,0.12,0.4,0.25,0.15,0.29,0.09,0.16,0.31,0.14,0.2,5,7,19,46,9,2.2,2.1,1.8,1.3,1.6,-0.6,14,0,4,23,2,5,4,0,1320,Pro,2,2.2,4.0,1
PLZ-02936,México,22,No especifica,Gratuito,Escuela de Programacion y Software,Mobile,Ascender en trabajo actual,Secundaria,5,2,Sin_suscripcion,-1.0,0,2022-04-24,37,1,0.49,0,0,3,1,1,0.17,0.03,0.12,0.03,0.12,0.14,0.01,0.27,0.53,0.05,124,125,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.2,28,0,0,10,4,7,5,0,789,Estandar,0,0.0,8.0,0
PLZ-02937,Perú,25,Masculino,Gratuito,Escuela de Ciberseguridad,Desktop,Ascender en trabajo actual,Universitario completo,2,1,Sin_suscripcion,-1.0,0,2022-02-20,14,2,0.07,0,0,3,0,0,0.34,0.09,0.07,0.2,0.5,0.09,0.17,0.18,0.21,0.17,67,76,0,2,1,0.2,0.0,0.0,0.0,0.0,-3.2,20,0,0,21,2,3,9,0,52,Estandar,0,0.0,9.0,1
PLZ-02938,Colombia,17,Masculino,Gratuito,Escuela de Programacion y Software,Mobile,Freelance / proyectos propios,Universitario en curso,5,1,Sin_suscripcion,-1.0,0,2023-01-09,32,2,0.07,0,0,2,0,0,0.33,0.01,0.19,0.11,0.67,0.5,0.21,0.24,0.26,0.1,60,72,1,7,1,0.2,0.0,0.0,0.0,0.0,-5.8,23,0,0,19,2,7,17,0,56,Estandar,1,6.0,7.0,1
PLZ-02939,Uruguay,28,Masculino,Basic,Escuela de Ingles,Mobile,Conseguir empleo tech,Posgrado,5,8,Mensual,20.0,0,2024-11-05,42,5,0.27,1,0,2,0,0,0.11,0.17,0.32,0.31,0.27,0.11,0.38,0.15,0.4,0.05,13,15,9,25,14,3.5,2.1,2.0,4.3,2.5,1.7,20,0,1,18,3,1,1,0,283,Estandar,0,0.0,8.0,0
PLZ-02940,México,26,Femenino,Expert Family,Escuela de Data Science e Inteligencia Artificial,Desktop,Conseguir empleo tech,Universitario completo,1,6,Anual,322.0,0,2022-07-09,50,21,0.64,13,10,3,1,1,0.17,0.58,0.14,0.18,0.17,0.61,0.53,0.18,0.35,0.04,0,1,9,197,26,6.5,4.7,7.4,6.2,7.4,-0.6,10,1,4,20,2,4,10,0,1271,Pro,1,4.0,8.0,1
PLZ-02941,México,22,Masculino,Gratuito,Escuela de Desarrollo Web,Desktop,Ascender en trabajo actual,Universitario completo,7,1,Sin_suscripcion,-1.0,0,2022-02-06,10,1,0.05,0,0,0,0,0,0.21,0.11,0.08,0.38,0.29,0.29,0.14,0.21,0.15,0.63,55,67,0,1,0,0.0,0.0,0.0,0.0,0.0,-0.8,44,0,0,11,1,5,6,0,58,Estandar,2,1.2,10.0,0
PLZ-02942,Argentina,25,Femenino,Gratuito,Escuela de Ingles,Desktop,Ascender en trabajo actual,Universitario completo,2,1,Sin_suscripcion,-1.0,0,2023-03-21,55,2,0.16,0,0,1,0,0,0.11,0.55,0.45,0.37,0.44,0.39,0.23,0.17,0.08,0.28,60,67,1,3,0,0.0,0.0,0.0,0.0,0.0,-5.1,6,0,0,23,2,1,3,0,57,Estandar,0,0.0,10.0,1
PLZ-02943,México,28,Femenino,Expert Duo,Escuela de E-commerce y Negocios Digitales,Desktop,Conseguir empleo tech,Universitario completo,0,12,Anual,199.0,0,2023-11-28,22,9,0.65,5,4,2,1,0,0.16,0.4,0.2,0.13,0.54,0.17,0.15,0.1,0.28,0.52,14,20,15,85,11,2.8,3.4,1.8,3.3,3.6,1.3,14,0,2,11,1,7,25,0,1003,Estandar,0,0.0,8.0,0
